"YEAR","Severity Class of Crash","County","Type of Factor","Contributing Factors","Total"
"2021","Fatal","PUTNAM","Crashes With Human Factors","Lost Consciousness","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Other Electronic Device","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Outside Car Distraction","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Passenger Distraction","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Passing/Lane Changing/Improper Use","3"
"2021","Fatal","PUTNAM","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Physical Disability","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Prescription Medication","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Texting","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Traffic Control Device Disregarded","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Turning Improperly","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Unsafe Speed","3"
"2021","Fatal","PUTNAM","Crashes With Human Factors","Using On Board Navigation Device","."
"2021","Fatal","PUTNAM","Crashes With Vehicular Factors","Accelerator Defective","."
"2021","Fatal","PUTNAM","Crashes With Vehicular Factors","Brakes Defective","."
"2021","Fatal","PUTNAM","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","."
"2021","Fatal","PUTNAM","Crashes With Vehicular Factors","Headlights Defective","."
"2021","Fatal","PUTNAM","Crashes With Vehicular Factors","Other Lighting Defects","."
"2021","Fatal","PUTNAM","Crashes With Vehicular Factors","Oversized Vehicle","."
"2021","Fatal","PUTNAM","Crashes With Vehicular Factors","Steering Failure","."
"2021","Fatal","PUTNAM","Crashes With Vehicular Factors","Tinted Windows","."
"2021","Fatal","PUTNAM","Crashes With Vehicular Factors","Tire Failure/Inadequate","."
"2021","Fatal","PUTNAM","Crashes With Vehicular Factors","Tow Hitch Defective","."
"2021","Fatal","PUTNAM","Crashes With Vehicular Factors","Windshield Inadequate","."
"2021","Fatal","PUTNAM","Crashes With Vehicular Factors","Other Vehicular","."
"2021","Fatal","PUTNAM","Crashes With Environmental Factors","Animal's Action","."
"2021","Fatal","PUTNAM","Crashes With Environmental Factors","Glare","."
"2021","Fatal","PUTNAM","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","."
"2021","Fatal","PUTNAM","Crashes With Environmental Factors","Obstruction/Debris","."
"2021","Fatal","PUTNAM","Crashes With Environmental Factors","Pavement Defective","."
"2021","Fatal","PUTNAM","Crashes With Environmental Factors","Pavement Slippery","."
"2021","Fatal","PUTNAM","Crashes With Environmental Factors","Shoulders Defective/Improper","."
"2021","Fatal","PUTNAM","Crashes With Environmental Factors","Traffic Control Device Improper/Non-Working","."
"2021","Fatal","PUTNAM","Crashes With Environmental Factors","View Obstructed/Limited","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Aggressive Driving/Road Rage","1"
"2021","Fatal","QUEENS","Crashes With Human Factors","Alcohol Involvement","4"
"2021","Fatal","QUEENS","Crashes With Human Factors","Backing Unsafely","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Cell Phone (hand held)","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Cell Phone (hands-free)","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Driver Inattention/Distraction","9"
"2021","Fatal","QUEENS","Crashes With Human Factors","Driver Inexperience","3"
"2021","Fatal","QUEENS","Crashes With Human Factors","Drugs (Illegal)","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Eating or Drinking","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Failure to Keep Right","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Failure to Yield Right-of-Way","5"
"2021","Fatal","QUEENS","Crashes With Human Factors","Fatigued/Drowsy","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Fell Asleep","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Following Too Closely","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Illness","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Listening/Using Headphones","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Lost Consciousness","1"
"2021","Fatal","QUEENS","Crashes With Human Factors","Other Electronic Device","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Outside Car Distraction","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Passenger Distraction","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Passing/Lane Changing/Improper Use","3"
"2021","Fatal","QUEENS","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","11"
"2021","Fatal","QUEENS","Crashes With Human Factors","Physical Disability","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Prescription Medication","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Texting","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Traffic Control Device Disregarded","10"
"2021","Fatal","QUEENS","Crashes With Human Factors","Turning Improperly","1"
"2021","Fatal","QUEENS","Crashes With Human Factors","Unsafe Speed","23"
"2021","Fatal","QUEENS","Crashes With Human Factors","Using On Board Navigation Device","."
"2021","Fatal","QUEENS","Crashes With Human Factors","Other Human","."
"2021","Fatal","QUEENS","Crashes With Vehicular Factors","Accelerator Defective","."
"2021","Fatal","QUEENS","Crashes With Vehicular Factors","Brakes Defective","."
"2021","Fatal","QUEENS","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","."
"2021","Fatal","QUEENS","Crashes With Vehicular Factors","Headlights Defective","."
"2021","Fatal","QUEENS","Crashes With Vehicular Factors","Other Lighting Defects","."
"2021","Fatal","QUEENS","Crashes With Vehicular Factors","Oversized Vehicle","."
"2021","Fatal","QUEENS","Crashes With Vehicular Factors","Steering Failure","."
"2021","Fatal","QUEENS","Crashes With Vehicular Factors","Tinted Windows","."
"2021","Fatal","QUEENS","Crashes With Vehicular Factors","Tire Failure/Inadequate","."
"2021","Fatal","QUEENS","Crashes With Vehicular Factors","Tow Hitch Defective","."
"2021","Fatal","QUEENS","Crashes With Vehicular Factors","Windshield Inadequate","."
"2021","Fatal","QUEENS","Crashes With Vehicular Factors","Other Vehicular","."
"2021","Fatal","QUEENS","Crashes With Environmental Factors","Animal's Action","."
"2021","Fatal","QUEENS","Crashes With Environmental Factors","Glare","."
"2021","Fatal","QUEENS","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","."
"2021","Fatal","QUEENS","Crashes With Environmental Factors","Obstruction/Debris","."
"2021","Fatal","QUEENS","Crashes With Environmental Factors","Pavement Defective","1"
"2021","Fatal","QUEENS","Crashes With Environmental Factors","Pavement Slippery","1"
"2021","Fatal","QUEENS","Crashes With Environmental Factors","Shoulders Defective/Improper","."
"2021","Fatal","QUEENS","Crashes With Environmental Factors","Traffic Control Device Improper/Non-Working","."
"2021","Fatal","QUEENS","Crashes With Environmental Factors","View Obstructed/Limited","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Aggressive Driving/Road Rage","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Alcohol Involvement","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Backing Unsafely","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Cell Phone (hand held)","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Cell Phone (hands-free)","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Driver Inattention/Distraction","1"
"2021","Fatal","RICHMOND","Crashes With Human Factors","Driver Inexperience","1"
"2021","Fatal","RICHMOND","Crashes With Human Factors","Drugs (Illegal)","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Eating or Drinking","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Failure to Keep Right","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Failure to Yield Right-of-Way","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Fatigued/Drowsy","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Fell Asleep","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Following Too Closely","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Illness","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Lost Consciousness","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Other Electronic Device","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Outside Car Distraction","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Passenger Distraction","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Passing/Lane Changing/Improper Use","1"
"2021","Fatal","RICHMOND","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","3"
"2021","Fatal","RICHMOND","Crashes With Human Factors","Physical Disability","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Prescription Medication","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Texting","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Traffic Control Device Disregarded","2"
"2021","Fatal","RICHMOND","Crashes With Human Factors","Turning Improperly","."
"2021","Fatal","RICHMOND","Crashes With Human Factors","Unsafe Speed","4"
"2021","Fatal","RICHMOND","Crashes With Human Factors","Using On Board Navigation Device","."
"2021","Fatal","RICHMOND","Crashes With Vehicular Factors","Accelerator Defective","."
"2021","Fatal","RICHMOND","Crashes With Vehicular Factors","Brakes Defective","."
"2021","Fatal","RICHMOND","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","."
"2021","Fatal","RICHMOND","Crashes With Vehicular Factors","Headlights Defective","."
"2021","Fatal","RICHMOND","Crashes With Vehicular Factors","Other Lighting Defects","."
"2021","Fatal","RICHMOND","Crashes With Vehicular Factors","Oversized Vehicle","."
"2021","Fatal","RICHMOND","Crashes With Vehicular Factors","Steering Failure","."
"2021","Fatal","RICHMOND","Crashes With Vehicular Factors","Tinted Windows","."
"2021","Fatal","RICHMOND","Crashes With Vehicular Factors","Tire Failure/Inadequate","."
"2021","Fatal","RICHMOND","Crashes With Vehicular Factors","Tow Hitch Defective","."
"2021","Fatal","RICHMOND","Crashes With Vehicular Factors","Windshield Inadequate","."
"2021","Fatal","RICHMOND","Crashes With Vehicular Factors","Other Vehicular","."
"2021","Fatal","RICHMOND","Crashes With Environmental Factors","Animal's Action","."
"2021","Fatal","RICHMOND","Crashes With Environmental Factors","Glare","."
"2021","Fatal","RICHMOND","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","."
"2021","Fatal","RICHMOND","Crashes With Environmental Factors","Obstruction/Debris","."
"2021","Fatal","RICHMOND","Crashes With Environmental Factors","Pavement Defective","."
"2021","Fatal","RICHMOND","Crashes With Environmental Factors","Pavement Slippery","."
"2021","Fatal","RICHMOND","Crashes With Environmental Factors","Shoulders Defective/Improper","."
"2021","Fatal","RICHMOND","Crashes With Environmental Factors","Traffic Control Device Improper/Non-Working","."
"2021","Fatal","RICHMOND","Crashes With Environmental Factors","View Obstructed/Limited","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Aggressive Driving/Road Rage","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Alcohol Involvement","2"
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Backing Unsafely","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Cell Phone (hand held)","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Cell Phone (hands-free)","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Driver Inattention/Distraction","2"
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Driver Inexperience","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Drugs (Illegal)","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Eating or Drinking","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Failure to Keep Right","4"
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Failure to Yield Right-of-Way","1"
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Fatigued/Drowsy","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Fell Asleep","1"
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Following Too Closely","1"
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Illness","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Listening/Using Headphones","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Lost Consciousness","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Other Electronic Device","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Outside Car Distraction","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Passenger Distraction","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Passing/Lane Changing/Improper Use","6"
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","3"
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Physical Disability","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Prescription Medication","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Texting","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Traffic Control Device Disregarded","1"
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Turning Improperly","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Unsafe Speed","4"
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Using On Board Navigation Device","."
"2021","Fatal","ROCKLAND","Crashes With Human Factors","Other Human","."
"2021","Fatal","ROCKLAND","Crashes With Vehicular Factors","Accelerator Defective","."
"2021","Fatal","ROCKLAND","Crashes With Vehicular Factors","Brakes Defective","."
"2021","Fatal","ROCKLAND","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","."
"2021","Fatal","ROCKLAND","Crashes With Vehicular Factors","Headlights Defective","."
"2021","Fatal","ROCKLAND","Crashes With Vehicular Factors","Other Lighting Defects","."
"2021","Fatal","ROCKLAND","Crashes With Vehicular Factors","Oversized Vehicle","."
"2021","Fatal","ROCKLAND","Crashes With Vehicular Factors","Steering Failure","."
"2021","Fatal","ROCKLAND","Crashes With Vehicular Factors","Tinted Windows","."
"2021","Fatal","ROCKLAND","Crashes With Vehicular Factors","Tire Failure/Inadequate","."
"2021","Fatal","ROCKLAND","Crashes With Vehicular Factors","Tow Hitch Defective","."
"2021","Fatal","ROCKLAND","Crashes With Vehicular Factors","Windshield Inadequate","."
"2021","Fatal","ROCKLAND","Crashes With Vehicular Factors","Other Vehicular","1"
"2021","Fatal","ROCKLAND","Crashes With Environmental Factors","Animal's Action","."
"2021","Fatal","ROCKLAND","Crashes With Environmental Factors","Glare","."
"2021","Fatal","ROCKLAND","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","."
"2021","Fatal","ROCKLAND","Crashes With Environmental Factors","Obstruction/Debris","."
